City,Sales,Profit,Quantity,Orders,Customers,Avg_Discount,Profit Margin
Plainfield,4526.85,1235.6657,49,7,7,0.0,27.2963694401184
Plano,3530.3746,-383.0554,48,8,8,0.27466666666666667,-10.850276341779708
Plantation,1436.836,12.039100000000005,45,3,3,0.29090909090909095,0.8378896408497563
Pleasant Grove,2138.178,580.6549,30,2,2,0.08571428571428573,27.15652766046606
Pocatello,1344.942,181.35590000000002,25,3,3,0.08571428571428573,13.484291515916672
Pomona,1482.502,150.299,34,5,5,0.028571428571428574,10.138198801755411
Pompano Beach,90.44,15.006499999999999,12,2,2,0.20000000000000004,16.592768686421934
Port Arthur,737.0528,105.77600000000001,12,3,3,0.22,14.351210659534841
Port Orange,7.824,2.934,1,1,1,0.2,37.50000000000001
Port Saint Lucie,248.95,4.449,11,3,3,0.3666666666666667,1.7871058445470978
Portage,16.28,6.512,2,1,1,0.0,40.0
Portland,4051.869,9.757299999999997,92,15,15,0.30416666666666664,0.2408098583641277
Providence,15980.65,5505.6569,118,13,13,0.00967741935483871,34.452021037942764
Provo,2761.234,388.5674,38,4,4,0.06000000000000001,14.072237267830253
Pueblo,1686.9379999999999,-900.9719,42,4,4,0.5125,-53.40871448743226
Quincy,1276.459,347.0908,84,11,11,0.195,27.19169201674319
Raleigh,4507.54,472.594,77,13,13,0.2681818181818182,10.484521490657874
Rancho Cucamonga,231.852,73.7442,14,4,4,0.05,31.806583510170285
Rapid City,152.64000000000001,44.7684,4,1,1,0.0,29.329402515723267
Reading,873.7120000000001,-268.76419999999996,16,4,4,0.26,-30.761189041697946
Redding,333.576,25.0182,3,1,1,0.2,7.5
Redlands,2891.021,454.1556,61,4,4,0.046875,15.709176792558752
Redmond,1098.257,-153.7178,52,6,6,0.2818181818181818,-13.996523582367335
Redondo Beach,1959.803,176.4289,35,3,3,0.11875000000000001,9.002379320778669
Redwood City,41.904,14.1426,6,1,1,0.2,33.75
Reno,644.062,115.0527,17,3,3,0.1,17.863606298772478
Renton,1242.6319999999998,185.4324,14,1,1,0.13333333333333333,14.922551487487851
Revere,833.26,258.8366,24,3,3,0.0,31.063125555048842
Richardson,1288.4640000000002,-24.4893,12,1,1,0.4,-1.9006584584435418
Richmond,18137.93,5567.2486,336,41,40,0.0,30.693957910301783
Rio Rancho,1114.192,119.5878,7,1,1,0.2,10.733141146229734
Riverside,1944.2459999999999,374.7296,40,9,9,0.042857142857142864,19.27377502641127
Rochester,7974.53,1743.4191,170,28,28,0.041509433962264156,21.86234298447683
Rochester Hills,132.52,54.3332,4,1,1,0.0,41.0
Rock Hill,11.85,3.792,3,1,1,0.0,32.0
Rockford,3166.228,-1149.5077999999999,64,8,8,0.5090909090909091,-36.30527555185539
Rockville,469.77,133.2147,11,3,3,0.0,28.357430231815567
Rogers,40.41,18.5886,9,1,1,0.0,46.0
Rome,534.852,154.2138,22,3,3,0.016666666666666666,28.832985573579233
Romeoville,8.952,-14.7708,2,1,1,0.8,-165.0
Roseville,3588.626,1253.3871,96,13,13,0.015384615384615385,34.92665716628035
Roswell,6652.32,2427.4353,64,9,9,0.0,36.49005610072877
Round Rock,4854.0527999999995,-1183.4313,23,3,3,0.2742857142857143,-24.380272501362164
Royal Oak,35.34,16.9632,4,2,2,0.0,48.0
Sacramento,7311.278,2069.6859,36,8,8,0.12307692307692308,28.308127525721222
Saginaw,395.86,77.18010000000001,24,2,2,0.0,19.49681705653514
Saint Charles,1659.65,311.4834,33,6,6,0.25,18.76801735305637
Saint Cloud,1331.82,469.614,13,1,1,0.0,35.261071315943596
Saint Louis,285.96000000000004,98.5541,26,4,4,0.0,34.4642957056931
Saint Paul,192.82999999999998,24.8842,11,2,2,0.0,12.904734740444953
Saint Peters,697.16,146.4036,4,1,1,0.0,21.000000000000004
Saint Petersburg,1690.7920000000001,151.9823,53,6,6,0.2714285714285714,8.988822989462927
Salem,3444.245,270.694,150,15,15,0.18,7.859313144099795
Salinas,728.8910000000001,270.5181,39,4,4,0.09375,37.113656225690804
Salt Lake City,802.776,329.2601,42,5,5,0.07500000000000001,41.015189791423765
San Angelo,650.636,-58.5532,13,2,2,0.425,-8.99937906909547
San Antonio,21843.528,-7299.050200000001,247,27,27,0.38305084745762713,-33.415161689998065
San Bernardino,979.3000000000001,69.982,33,4,4,0.10555555555555557,7.14612478300827
San Clemente,90.05799999999999,42.5419,10,1,1,0.1,47.238335295032094
San Diego,47521.029,6377.196,670,88,86,0.08,13.419734661048691
San Francisco,112669.092,17507.3854,1935,265,232,0.06666666666666667,15.538764970254663
San Gabriel,2061.01,290.8953,13,1,1,0.06666666666666667,14.11421099363904
San Jose,6071.229,1216.0579,159,20,17,0.07380952380952381,20.029847334040603
San Luis Obispo,3.62,1.1946,2,1,1,0.0,33.0
San Marcos,108.44399999999999,-19.3413,12,1,1,0.3,-17.835288259378114
San Mateo,75.18,35.3346,6,1,1,0.0,47.0
Sandy Springs,1997.03,520.5891,47,4,4,0.0,26.068166226846866
Sanford,225.54600000000002,-11.827200000000001,9,1,1,0.44999999999999996,-5.243808358383656
Santa Ana,3366.31,836.7465000000001,55,8,7,0.07142857142857142,24.856489746933587
Santa Barbara,4289.2339999999995,457.2858,30,5,5,0.07500000000000001,10.661246273810198
Santa Clara,222.192,76.0016,23,3,3,0.06666666666666667,34.20537193058256
Santa Fe,100.92,20.688000000000002,14,2,2,0.0,20.499405469678955
Santa Maria,115.44,30.0144,3,1,1,0.0,26.0
Scottsdale,1466.307,-89.4879,55,7,7,0.325,-6.102944335667769
Seattle,119540.742,29156.0967,1590,212,188,0.06495327102803738,24.390091789793306
Sheboygan,79.74000000000001,34.3419,10,1,1,0.0,43.067343867569605
Shelton,73.33,21.4053,5,1,1,0.0,29.19037228964953
Sierra Vista,76.072,16.8281,9,2,2,0.20000000000000004,22.121279840151434
Sioux Falls,1137.42,343.4299,35,3,3,0.0,30.193763077842835
Skokie,568.832,-346.87,44,5,5,0.4727272727272727,-60.97934012151215
Smyrna,3238.889,826.7036,86,9,9,0.09999999999999999,25.524295522322625
South Bend,1238.33,279.5512,25,1,1,0.0,22.574854844831346
Southaven,1455.39,412.8902,25,2,2,0.0,28.36972907605521
Sparks,2561.96,228.536,19,3,3,0.06666666666666667,8.920357851020313
Spokane,2027.9180000000001,172.2261,36,5,5,0.05714285714285715,8.492754638008046
Springdale,4.3,1.419,2,1,1,0.0,33.0
Springfield,43054.342,6200.6974,649,73,66,0.14233128834355827,14.40202570045084
Sterling Heights,110.03999999999999,33.0676,11,3,3,0.0,30.050527081061436
Stockton,1227.6,339.52639999999997,34,5,5,0.10000000000000002,27.657738677093512
Suffolk,1597.9,389.8122,32,4,4,0.0,24.395281306715063
Summerville,406.93999999999994,196.91320000000002,10,1,1,0.0,48.38875509903181
Sunnyvale,636.21,107.5073,23,2,2,0.06666666666666667,16.898083965986075
Superior,1299.73,514.0822000000001,37,2,2,0.0,39.552999469120515
Tallahassee,7250.669,392.71160000000003,89,9,9,0.27647058823529413,5.4162119385121565
Tamarac,1413.51,-351.89610000000005,15,2,2,0.44999999999999996,-24.895197062631325
Tampa,5196.0805,-325.2366,105,14,14,0.3333333333333333,-6.259267923197109
Taylor,353.7,44.8682,7,3,3,0.0,12.68538309301668
Temecula,808.6659999999999,101.8869,14,1,1,0.1,12.599379719191855
Tempe,1070.3020000000001,95.4496,41,6,6,0.23846153846153847,8.918006319711633
Texarkana,654.24,163.3746,11,2,2,0.0,24.971661775495228
Texas City,790.972,20.221799999999995,7,2,2,0.3,2.5565759597052735
The Colony,142.16000000000003,31.6586,14,2,2,0.20000000000000004,22.269696117051204
Thomasville,151.292,33.3939,12,2,2,0.3666666666666667,22.072482352008038
Thornton,765.248,140.8398,47,3,3,0.2,18.404464957765324
Thousand Oaks,238.804,99.914,20,4,4,0.04,41.839332674494564
Tigard,1393.7820000000002,-216.2861,26,3,3,0.2625,-15.517928915712787
Tinley Park,22.288,-8.9152,7,1,1,0.6,-40.0
Toledo,4466.053,-339.99679999999995,122,15,15,0.3375,-7.612914580279274
Torrance,3132.268,545.1510000000001,16,2,2,0.15000000000000002,17.40435365045392
Trenton,1765.1950000000002,652.0998,54,4,4,0.007692307692307693,36.94208288602675
Troy,4507.091,-544.1518000000001,112,14,14,0.2275862068965517,-12.07323748289085
Tucson,6313.016,-64.96680000000002,145,13,12,0.303125,-1.029092908999439
Tulsa,5556.97,1506.935,107,13,13,0.0,27.1179257760974
Tuscaloosa,175.70000000000002,51.010400000000004,9,2,2,0.0,29.032669322709165
Twin Falls,1148.806,266.1649,7,1,1,0.1,23.16882920179734
Tyler,347.206,-443.7086,16,2,2,0.64,-127.79404733789161
Urbandale,149.12,57.718,12,2,2,0.0,38.70574034334764
Utica,655.04,188.55960000000002,33,4,4,0.05,28.785967269174407
Vacaville,423.28,110.0528,11,1,1,0.0,26.0
Vallejo,1221.41,336.03549999999996,22,3,3,0.10000000000000002,27.51209667515412
Vancouver,686.836,75.4546,15,3,3,0.04,10.98582485484162
Vineland,647.966,62.2518,24,4,4,0.0375,9.60726334406435
Virginia Beach,5752.13,2024.8837,62,11,11,0.0,35.20232852873632
Visalia,318.78000000000003,88.0478,20,2,2,0.0,27.62023966371792
Waco,606.1072,-520.1034,17,4,4,0.52,-85.810463891536
Warner Robins,434.8,53.6884,10,2,2,0.0,12.347838086476541
Warwick,2426.84,1063.7956,14,4,4,0.0,43.834599726393165
Washington,2865.02,1059.5892999999999,40,4,4,0.0,36.9836615451201
Waterbury,1326.06,338.9355,33,5,5,0.0,25.55959006379802
Waterloo,30.32,11.8248,4,1,1,0.0,39.0
Watertown,4044.998,907.0072,35,7,7,0.08,22.422933212822354
Waukesha,54.5,14.17,5,1,1,0.0,26.0
Wausau,317.48,90.4306,14,1,1,0.0,28.483872999874006
Waynesboro,3058.77,603.3858,32,3,3,0.0,19.726419443109485
West Allis,250.48000000000002,28.370800000000003,5,1,1,0.0,11.326572979878634
West Jordan,311.85,102.6723,16,2,2,0.04,32.92361712361712
West Palm Beach,141.328,31.6092,11,3,3,0.20000000000000004,22.365843994112986
Westfield,519.72,153.17579999999998,16,4,4,0.0,29.472754560147767
Westland,2057.976,389.5995,46,3,3,0.007692307692307693,18.931197448366742
Westminster,3826.6459999999997,763.6886000000001,50,4,4,0.0823529411764706,19.957126946155984
Wheeling,1946.9660000000001,-107.39620000000005,27,4,4,0.2285714285714286,-5.516079890455202
Whittier,444.768,44.4768,4,1,1,0.2,10.0
Wichita,825.27,323.9266,26,5,5,0.0,39.25098452627625
Wilmington,7297.061000000001,1947.7019,157,18,18,0.08055555555555555,26.691594054099312
Wilson,368.73199999999997,-14.336000000000002,20,3,3,0.36666666666666664,-3.8879185967043823
Woodbury,607.65,196.09619999999998,11,2,2,0.0,32.271241668723775
Woodland,264.66200000000003,33.3848,7,2,2,0.13333333333333333,12.614126697448064
Woodstock,1143.9,79.9929,31,4,4,0.26,6.992997639653815
Woonsocket,195.55,78.6791,15,3,3,0.0,40.23477371516236
Yonkers,7657.666,2767.7557,57,6,6,0.06666666666666667,36.143593883567135
York,817.978,-102.16919999999999,19,2,2,0.42000000000000004,-12.490458178581818
Yucaipa,50.8,13.208,5,1,1,0.0,26.0
Yuma,840.865,-465.9909,22,4,4,0.44999999999999996,-55.418039756679136
