Product Name,Sales,Profit,Quantity,Orders,Profit Margin
"Bevis Traditional Conference Table Top, Plinth Base",2033.496,-456.7032,9,3,-22.45901639344262
Binder Clips by OIC,36.112,15.3328,27,7,42.459016393442624
Binder Posts,57.4,7.8064,16,6,13.600000000000001
Binding Machine Supplies,667.9929999999999,182.6042,32,9,27.336244541484717
"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",88.896,26.854,20,7,30.208333333333332
"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",16.176000000000002,6.739999999999999,5,2,41.66666666666666
"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",45.15,13.459,22,5,29.809523809523807
"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",17.64,5.7456000000000005,8,3,32.57142857142858
"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",25.992,10.6704,12,3,41.05263157894737
Bionaire 99.97% HEPA Air Cleaner,199.72799999999998,17.52,16,4,8.771929824561404
Bionaire Personal Warm Mist Humidifier/Vaporizer,515.79,201.1581,11,3,39.0
Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,229.88600000000002,53.696,28,6,23.35766423357664
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",45.507999999999996,15.560799999999999,16,4,34.193548387096776
"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",64.06400000000001,20.8208,11,4,32.49999999999999
"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",160.336,65.1365,19,4,40.62499999999999
BlackBerry Q10,3099.354,548.0565,27,6,17.682926829268293
Blackstonian Pencils,49.128,12.6024,19,4,25.652173913043473
Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,1229.836,127.483,21,4,10.365853658536587
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",783.608,299.85,22,7,38.26530612244898
"BlueLounge Milo Smartphone Stand, White/Metallic",335.888,76.7744,12,3,22.857142857142858
Bose SoundLink Bluetooth Speaker,2865.6,967.14,18,5,33.75
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,1073.112,206.26620000000003,27,7,19.221311475409834
Boston 16701 Slimline Battery Pencil Sharpener,86.076,19.128,6,2,22.222222222222225
Boston 16750 Black Compact Battery Pencil Sharpener,43.75,13.125,5,2,30.0
Boston 16765 Mini Stand Up Battery Pencil Sharpener,102.608,16.324,10,4,15.909090909090908
Boston 16801 Nautilus Battery Pencil Sharpener,444.60200000000003,69.9918,23,6,15.74257425742574
Boston 1730 StandUp Electric Pencil Sharpener,171.04,44.4704,8,3,26.0
Boston 1799 Powerhouse Electric Pencil Sharpener,389.70000000000005,109.116,15,3,27.999999999999996
"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",59.489999999999995,17.847,3,2,30.000000000000004
Boston 1900 Electric Pencil Sharpener,14.98,4.494,1,1,30.0
Boston 19500 Mighty Mite Electric Pencil Sharpener,342.55,92.4885,17,4,27.0
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",523.59,118.22999999999999,20,8,22.58064516129032
Boston Heavy-Duty Trimline Electric Pencil Sharpeners,1166.44,310.89,25,5,26.65289256198347
Boston Home & Office Model 2000 Electric Pencil Sharpeners,297.99,70.477,13,6,23.65079365079365
Boston KS Multi-Size Manual Pencil Sharpener,533.3679999999999,119.548,25,7,22.413793103448278
"Boston Model 1800 Electric Pencil Sharpener, Gray",405.36,109.785,15,3,27.083333333333332
"Boston School Pro Electric Pencil Sharpener, 1670",873.636,149.9432,32,7,17.163120567375888
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,1706.25,-1148.4375,15,3,-67.3076923076923
"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",87.75,20.8325,29,5,23.74074074074074
Bretford CR4500 Series Slim Rectangular Table,7242.768,-532.7613,29,8,-7.355769230769231
Bretford CR8500 Series Meeting Room Furniture,6776.562000000001,461.127,21,6,6.80473372781065
Bretford Rectangular Conference Table Tops,12995.2915,-327.2331,46,12,-2.5180897250361793
Bretford Just In Time Height-Adjustable Multi-Task Work Tables,5634.9,-964.194,17,4,-17.11111111111111
"Brites Rubber Bands, 1 1/2 oz. Box",13.068000000000001,-0.5147999999999999,7,3,-3.9393939393939386
Brother DCP1000 Digital 3 in 1 Multifunction Machine,4859.838,1154.9615000000001,19,7,23.765432098765434
"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",341.991,-319.1916,3,1,-93.33333333333333
Brown Kraft Recycled Envelopes,244.512,117.16199999999999,15,5,47.916666666666664
Bulldog Table or Wall-Mount Pencil Sharpener,77.87,22.582299999999996,13,3,28.999999999999993
Bulldog Vacuum Base Pencil Sharpener,330.924,59.5903,31,6,18.007246376811594
Bush Advantage Collection Racetrack Conference Table,9544.725,-1934.3976,33,7,-20.266666666666666
Bush Advantage Collection Round Conference Table,3401.6000000000004,210.47400000000002,19,4,6.1875
"Bush Andora Bookcase, Maple/Graphite Gray Finish",3317.7235,135.58870000000002,34,9,4.0867992766726955
"Bush Andora Conference Table, Maple/Graphite Gray Finish",1436.232,-143.6232,12,4,-10.0
"Bush Birmingham Collection Bookcase, Dark Cherry",825.174,-117.882,9,1,-14.285714285714288
"Bush Cubix Collection Bookcases, Fully Assembled",729.2339999999999,48.6156,4,3,6.666666666666668
"Bush Cubix Conference Tables, Fully Assembled",3603.288,311.82300000000004,19,4,8.653846153846155
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",3626.0056,-208.6504,34,8,-5.7542768273716955
Bush Mission Pointe Library,748.8608,24.156800000000004,6,3,3.225806451612904
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,-12.6882,1,1,-10.588235294117647
Bush Somerset Collection Bookcase,1263.9569999999999,-56.3214,12,4,-4.455958549222798
"Bush Westfield Collection Bookcases, Dark Cherry Finish",649.376,-97.4064,14,3,-15.000000000000002
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.882,-190.8522,3,1,-210.0
"Bush Westfield Collection Bookcases, Fully Assembled",1473.2982000000002,73.71539999999999,18,6,5.003427004797805
"Bush Westfield Collection Bookcases, Medium Cherry Finish",1426.8878,-20.293,32,9,-1.4221861032100773
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,137.17,47.7257,31,8,34.79310344827587
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",514.556,23.53819999999999,13,4,4.57446808510638
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",136.344,56.1184,28,7,41.15942028985508
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",85.995,15.0969,21,4,17.555555555555554
Cameo Buff Policy Envelopes,1555.75,632.2568,28,8,40.64
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,43.1991,3,1,4.285714285714286
Canon Image Class D660 Copier,3959.9339999999997,1691.9718,7,2,42.727272727272734
Canon Imageclass D680 Copier / Fax,8959.872,2799.96,16,5,31.25
Canon PC-428 Personal Copier,4119.794,1469.9265,25,6,35.67961165048544
Canon PC1060 Personal Laser Copier,11619.833999999999,4570.9347,19,4,39.337349397590366
Canon PC1080F Personal Copier,5999.9,1973.9670999999998,11,4,32.9
Canon PC170 Desktop Personal Copier,575.82,67.179,6,2,11.666666666666666
Canon PC940 Copier,5669.874,2092.4535,15,3,36.904761904761905
Canon imageCLASS 2200 Advanced Copier,61599.824,25199.928,20,5,40.90909090909091
Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,1995.99,2,1,50.0
Canvas Sectional Post Binders,422.63599999999997,59.06720000000001,28,6,13.975903614457835
Cardinal EasyOpen D-Ring Binders,209.30599999999998,26.506000000000004,40,8,12.663755458515286
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",136.728,4.367700000000001,41,9,3.194444444444445
Cardinal Hold-It CD Pocket,38.304,-12.4488,12,4,-32.5
Cardinal Holdit Business Card Pockets,87.648,22.908,25,8,26.13636363636364
Cardinal Holdit Data Disk Pockets,100.464,38.7296,16,3,38.55072463768116
Cardinal Poly Pocket Divider Pockets for Ring Binders,40.32,12.6,15,4,31.25
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",179.014,5.3877999999999995,37,10,3.009708737864077
Cardinal Slant-D Ring Binders,119.922,46.057,17,5,38.40579710144928
"Career Cubicle Clock, 8 1/4"", Black",194.68800000000002,68.952,10,3,35.416666666666664
"Carina 42""Hx23 3/4""W Media Storage Unit",1635.796,-110.1328,22,8,-6.732673267326733
Carina Double Wide Media Storage Towers in Natural & Black,3028.652,-3.2392000000000003,39,12,-0.10695187165775401
Carina Media Storage Towers in Natural & Black,1073.248,-121.96000000000001,20,5,-11.363636363636363
"Carina Mini System Audio Rack, Model AR050B",2730.108,-68.8076,26,6,-2.5203252032520322
Case Logic 2.4GHz Wireless Keyboard,1229.754,-11.997600000000006,27,8,-0.9756097560975615
Catalog Binders with Expanding Posts,1089.936,-242.20800000000003,36,8,-22.222222222222225
Cherry 142-key Programmable Keyboard,479.72,52.7692,4,1,10.999999999999998
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",5098.176,-404.00640000000004,22,6,-7.9245283018867925
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",4297.644,-611.5877999999999,11,6,-14.230769230769228
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,9917.640000000001,-2876.1156,27,5,-28.999999999999996
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",3354.89,100.211,18,6,2.987012987012987
Chromcraft Rectangular Conference Tables,4952.673,-450.243,30,9,-9.090909090909092
Chromcraft Round Conference Tables,8209.059,-189.9761,61,13,-2.3142250530785566
Cisco 8961 IP Phone Charcoal,224.937,-164.9538,3,1,-73.33333333333333
Cisco 8x8 Inc. 6753i IP Business Phone System,2645.804,83.6938,26,6,3.1632653061224487
Cisco 9971 IP Video Phone Charcoal,4268.0,466.4,16,2,10.927835051546392
Cisco CP-7937G Unified IP Conference Station Phone,1391.4,-55.656,4,2,-3.9999999999999996
Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8,130.2075,5,1,33.75
Cisco IP Phone 7961G-GE VoIP phone,2252.4320000000002,-119.119,15,4,-5.288461538461537
Cisco IP Phone 7961G VoIP phone - Dark gray,1386.69,228.39600000000002,12,3,16.470588235294116
Cisco SPA 501G IP Phone,213.48,16.011,3,1,7.5
Cisco SPA 502G IP Phone,2063.14,299.875,21,5,14.534883720930234
Cisco SPA112 2 Port Phone Adapter,516.53,87.37049999999999,11,3,16.914893617021278
Cisco SPA301,4180.532,904.742,30,9,21.641791044776117
Cisco SPA508G,910.662,207.86849999999998,15,5,22.82608695652174
Cisco SPA525G2 5-Line IP Phone,1379.92,648.5624,8,1,47.0
Cisco SPA525G2 IP Phone - Wireless,426.93,43.092,26,5,10.093457943925232
Cisco Small Business SPA 502G VoIP phone,882.102,58.4649,11,4,6.627906976744185
Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,-1811.0784,6,1,-8.0
Cisco Unified IP Phone 7945G VoIP phone,6751.602,102.29699999999998,26,6,1.515151515151515
Clarity 53712,752.2860000000001,68.6296,14,4,9.12280701754386
Classic Ivory Antique Telephone ZL1810,341.666,40.196,4,2,11.76470588235294
Clear Mylar Reinforcing Strips,377.538,90.27269999999999,29,7,23.910891089108908
ClearOne CHATAttach 160 - speaker phone,6695.892,1053.983,13,4,15.74074074074074
ClearOne Communications CHAT 70 OC Speaker Phone,1685.294,273.4628,12,4,16.22641509433962
ClearSounds CSC500 Amplified Spirit Phone Corded phone,1119.84,162.3768,19,6,14.500000000000002
Clearsounds A400,488.326,-48.8326,11,3,-10.0
Col-Erase Pencils with Erasers,37.696,7.478400000000001,7,2,19.83870967741936
Color-Coded Legal Exhibit Labels,14.73,7.2177,3,2,49.0
Colored Envelopes,50.922,19.0404,16,5,37.39130434782609
Colored Push Pins,24.978,7.602,15,5,30.434782608695656
Coloredge Poster Frame,298.2,116.298,21,6,39.0
Colorific Watercolor Pencils,51.6,11.3004,11,3,21.9
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",50.57,1.6338000000000008,17,7,3.230769230769232
Compact Automatic Electric Letter Opener,2982.75,-57.268800000000006,26,8,-1.9200000000000002
"Companion Letter/Legal File, Black",611.712,149.5296,17,5,24.444444444444443
Computer Printout Index Tabs,11.088000000000001,-2.016,15,4,-18.18181818181818
Computer Printout Paper with Letter-Trim Fine Perforations,191.6,91.968,4,1,48.00000000000001
Computer Printout Paper with Letter-Trim Perforations,405.95799999999997,169.2124,24,7,41.68224299065421
"Computer Room Manger, 14""",636.6080000000001,179.2896,22,7,28.163265306122447
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",546.816,61.5168,12,4,11.25
Contemporary Borderless Frame,36.162,3.6162,6,2,10.0
Contemporary Wood/Metal Frame,193.92,4.847999999999999,18,4,2.5
"Contico 72""H Heavy-Duty Storage System",598.308,-57.372,16,5,-9.58904109589041
"Contract Clock, 14"", Brown",334.096,29.453199999999995,21,5,8.815789473684209
Convenience Packs of Business Envelopes,58.644,24.109199999999998,18,6,41.11111111111111
Crate-A-Files,176.58,31.392,18,7,17.777777777777775
"Crayola Anti Dust Chalk, 12/Pack",59.696,24.660999999999998,35,7,41.3109756097561
Crayola Colored Pencils,120.70400000000001,32.8,40,11,27.173913043478258
Cubify CubeX 3D Printer Double Head Print,11099.963,-8879.9704,9,3,-80.0
Cubify CubeX 3D Printer Triple Head Print,7999.98,-3839.9904,4,1,-48.00000000000001
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,65.34,3.9105000000000003,17,6,5.984848484848485
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,119.508,-20.5242,11,5,-17.17391304347826
DAX Black Cherry Wood-Tone Poster Frame,455.456,61.4336,24,8,13.488372093023255
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",168.744,48.822,23,7,28.932584269662925
DAX Clear Channel Poster Frame,119.556,27.701999999999998,10,3,23.17073170731707
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",291.45599999999996,97.152,15,5,33.333333333333336
"DAX Copper Panel Document Frame, 5 x 7 Size",171.088,39.7528,18,5,23.235294117647058
DAX Cubicle Frames - 8x10,125.786,20.772,26,5,16.513761467889907
"DAX Cubicle Frames, 8-1/2 x 11",145.69,52.4484,17,4,36.0
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",196.248,55.1004,17,5,28.076923076923077
"DAX Metal Frame, Desktop, Stepped-Edge",161.92,26.1096,11,5,16.125
DAX Natural Wood-Tone Poster Frame,513.712,123.9264,23,5,24.123711340206185
DAX Solid Wood Frames,113.332,33.3157,13,3,29.396551724137932
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",216.144,73.944,25,8,34.21052631578947
DAX Two-Tone Silver Metal Document Frame,234.784,84.8056,13,6,36.12068965517242
"DAX Value U-Channel Document Frames, Easel Back",175.938,52.4832,36,10,29.830508474576273
DAX Wood Document Frame,477.804,126.316,40,9,26.436781609195403
DAX Wood Document Frame.,159.268,7.6888000000000005,16,4,4.8275862068965525
DIXON Oriole Pencils,44.891999999999996,8.6172,19,6,19.195402298850578
DIXON Ticonderoga Erasable Checking Pencils,94.86,26.784,20,7,28.235294117647058
DMI Arturo Collection Mission-style Design Wood Chair,4619.987999999999,486.15560000000005,37,11,10.522875816993468
DMI Eclipse Executive Suite Bookcases,11046.609,90.17640000000002,27,6,0.8163265306122449
DXL Angle-View Binders with Locking Rings by Samsill,215.109,66.6915,35,10,31.00358422939068
"DXL Angle-View Binders with Locking Rings, Black",124.592,42.0498,26,4,33.75
DYMO CardScan Personal V9 Business Card Scanner,1343.9160000000002,463.971,11,3,34.52380952380952
"Dana Fluorescent Magnifying Lamp, White, 36""",581.172,81.568,14,4,14.035087719298245
Dana Halogen Swing-Arm Architect Lamp,1114.384,288.4288,28,6,25.882352941176475
Dana Swing-Arm Lamps,108.936,-11.214,15,7,-10.294117647058822
"DataProducts Ampli Magnifier Task Lamp, Black,",508.72800000000007,99.5808,21,5,19.574468085106382
Dax Clear Box Frame,96.03,15.364799999999999,14,6,15.999999999999998
Decoflex Hanging Personal Folder File,46.26,12.0276,3,1,26.0
"Decoflex Hanging Personal Folder File, Blue",518.112,124.131,35,9,23.958333333333336
Deflect-O Glasstique Clear Desk Accessories,124.74,37.037,17,3,29.69135802469136
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1685.44,244.3888,18,5,14.499999999999998
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87,72.07849999999999,17,6,10.696202531645568
"Deflect-o EconoMat Nonstudded, No Bevel Mat",702.44,123.96,14,3,17.64705882352941
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.6399999999999,-125.1996,33,9,-11.222222222222223
Deflect-o Glass Clear Studded Chair Mats,1579.3719999999998,318.3616,26,7,20.157480314960633
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1623.248,-343.0956,26,6,-21.136363636363637
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",437.70000000000005,138.3132,18,4,31.599999999999994
Dell Slim USB Multimedia Keyboard,125.0,30.0,5,2,24.0
Deluxe Chalkboard Eraser Cleaner,182.49,76.461,17,5,41.89873417721518
Deluxe Heavy-Duty Vinyl Round Ring Binder,504.24,88.242,33,7,17.5
Deluxe Rollaway Locking File with Drawer,5572.792,1380.7215999999999,14,5,24.77611940298507
Design Ebony Sketching Pencil,13.622,2.3074,11,3,16.93877551020408
Desktop 3-Pocket Hot File,259.68,59.510000000000005,5,2,22.916666666666668
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,467.92,-14.622499999999995,11,3,-3.124999999999999
Digium D40 VoIP phone,3044.164,571.4257,27,9,18.771186440677965
Disposable Triple-Filter Dust Bags,43.7,11.362,10,4,26.0
"Dixon My First Ticonderoga Pencil, #2",95.94,17.0235,19,4,17.74390243902439
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",110.76,42.8982,27,7,38.730769230769226
Dixon Ticonderoga Core-Lock Colored Pencils,229.572,58.6684,28,7,25.555555555555554
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",431.28999999999996,165.206,13,2,38.30508474576271
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",75.348,20.0928,14,2,26.666666666666668
"Dixon Ticonderoga Maple Cedar Pencil, #2",23.332,4.912000000000001,8,3,21.05263157894737
Dixon Ticonderoga Pencils,37.548,9.267800000000001,13,3,24.682539682539684
Document Clip Frames,45.036,16.0128,6,2,35.55555555555555
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",3322.878,1517.9064,36,8,45.680473372781066
"Dual Level, Single-Width Filing Carts",6574.544,1640.5348,43,9,24.952830188679247
Durable Pressboard Binders,37.239999999999995,15.085999999999999,11,2,40.51020408163266
Easy-staple paper,2504.192,1096.0292,150,46,43.76777818953179
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1098.504,492.6624,21,10,44.84848484848485
"Eberhard Faber 3 1/2"" Golf Pencils",139.872,28.272000000000002,20,7,20.212765957446805
EcoTones Memo Sheets,52.8,21.6,15,3,40.909090909090914
Economy #2 Pencils,34.58,8.9908,13,4,26.0
Economy Binders,29.952,9.7968,19,4,32.70833333333333
Economy Rollaway Files,3138.8,693.8399999999999,20,7,22.105263157894733
"Eldon ""L"" Workstation Diamond Chairmat",1002.936,-267.4496,19,4,-26.66666666666666
Eldon 100 Class Desk Accessories,36.396,-4.8528,18,4,-13.333333333333334
Eldon 200 Class Desk Accessories,133.136,39.187200000000004,22,7,29.43396226415095
"Eldon 200 Class Desk Accessories, Black",75.36,28.6368,12,2,38.0
"Eldon 200 Class Desk Accessories, Burgundy",135.648,44.588,25,5,32.870370370370374
"Eldon 200 Class Desk Accessories, Smoke",138.16,58.0272,22,4,42.00000000000001
"Eldon 300 Class Desk Accessories, Black",29.7,13.068000000000001,6,2,44.00000000000001
"Eldon 400 Class Desk Accessories, Black Carbon",159.25,47.6,22,6,29.89010989010989
Eldon 500 Class Desk Accessories,197.948,60.470699999999994,17,6,30.548780487804873
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03,56.303000000000004,13,5,10.000000000000002
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,379.4,-48.78,10,3,-12.85714285714286
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1431.944,46.3276,14,4,3.2352941176470584
"Eldon Base for stackable storage shelf, platinum",872.256,-52.569,25,7,-6.026785714285715
Eldon Cleatmat Chair Mats for Medium Pile Carpets,344.1,-42.18000000000001,8,4,-12.258064516129034
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,1304.1280000000002,-111.328,20,5,-8.536585365853657
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1200.936,-256.56359999999995,18,5,-21.36363636363636
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",546.192,17.447799999999997,17,6,3.194444444444444
Eldon Econocleat Chair Mats for Low Pile Carpets,331.76,39.8112,8,2,12.0
Eldon Executive Woodline II Cherry Finish Desk Accessories,98.13600000000001,-78.5088,6,2,-79.99999999999999
"Eldon Executive Woodline II Desk Accessories, Mahogany",361.87199999999996,50.008700000000005,17,5,13.819444444444448
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",108.08,6.755000000000001,15,4,6.250000000000002
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",262.752,-7.616000000000003,20,6,-2.898550724637682
Eldon Expressions Mahogany Wood Desk Collection,93.6,23.4,15,2,25.0
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",155.708,20.636,20,5,13.253012048192769
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",121.296,21.7056,13,3,17.894736842105264
"Eldon Expressions Wood Desk Accessories, Oak",183.024,10.110600000000002,33,12,5.524193548387098
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",160.54000000000002,46.5566,23,5,28.999999999999996
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",149.70000000000002,41.916,15,5,27.999999999999996
Eldon File Chest Portable File,79.4,5.955,5,1,7.5
Eldon Fold 'N Roll Cart System,301.96799999999996,63.7488,24,5,21.111111111111114
Eldon Gobal File Keepers,348.22,-0.6055999999999999,24,6,-0.17391304347826084
Eldon Image Series Black Desk Accessories,48.852,17.0568,12,5,34.91525423728813
"Eldon Image Series Desk Accessories, Burgundy",111.18799999999999,28.256800000000002,31,8,25.41353383458647
"Eldon Image Series Desk Accessories, Ebony",180.31,55.822,18,5,30.958904109589042
"Eldon Imàge Series Desk Accessories, Clear",53.46,6.3666,17,3,11.90909090909091
Eldon Jumbo ProFile Portable File Boxes Graphite/Black,36.744,3.6744,3,1,10.0
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,709.5,205.755,30,6,28.999999999999996
Eldon Pizzaz Desk Accessories,37.464,13.736799999999999,19,4,36.666666666666664
Eldon Portable Mobile Manager,899.304,197.3944,34,9,21.949685534591197
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,614.0579999999999,127.44600000000001,35,7,20.75471698113208
Eldon Radial Chair Mat for Low to Medium Pile Carpets,775.6120000000001,135.932,20,6,17.525773195876283
"Eldon Regeneration Recycled Desk Accessories, Black",39.688,13.116399999999999,9,3,33.048780487804876
"Eldon Regeneration Recycled Desk Accessories, Smoke",33.756,8.9088,21,5,26.39175257731959
Eldon Shelf Savers Cubes and Bins,300.14,-7.677999999999999,45,8,-2.558139534883721
Eldon Simplefile Box Office,345.832,77.128,30,8,22.302158273381295
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",50.768,9.2852,18,6,18.289473684210524
"Eldon Stackable Tray, Side-Load, Legal, Smoke",155.38,52.8292,17,5,34.0
Eldon Wave Desk Accessories,266.73,98.9996,61,14,37.11603494170134
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,168.84,78.256,13,5,46.34920634920635
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",2863.8,627.1722000000001,33,4,21.900000000000002
Electrix Fluorescent Magnifier Lamps & Weighted Base,463.79600000000005,73.0232,11,2,15.744680851063828
Electrix Halogen Magnifier Lamp,2759.06,314.76599999999996,17,6,11.40845070422535
"Electrix Incandescent Magnifying Lamp, Black",117.28,-16.4925,5,2,-14.0625
"Elite 5"" Scissors",179.14,37.18,24,7,20.754716981132077
Embossed Ink Jet Note Cards,284.382,108.336,15,4,38.095238095238095
Enermax Acrylux Wireless Keyboard,2450.16,630.468,29,6,25.731707317073173
Enermax Aurora Lite Keyboard,1641.1499999999999,722.106,21,5,44.00000000000001
Enermax Briskie RF Wireless Keyboard and Mouse Combo,469.402,150.3748,24,5,32.0353982300885
Epson Perfection V600 Photo Scanner,206.991,-172.4925,3,1,-83.33333333333333
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,1212.705,-1057.23,10,2,-87.1794871794872
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",279.96,120.3828,4,2,43.00000000000001
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,-4.466,2,1,-275.0
"Eureka Hand Vacuum, Bagless",197.72,55.3616,4,1,28.000000000000004
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",110.16,46.137600000000006,19,6,41.88235294117648
Eureka Sanitaire  Commercial Upright,1524.5320000000002,53.0272,12,3,3.478260869565217
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",83.904,12.7604,22,5,15.208333333333336
Eureka The Boss Cordless Rechargeable Stick Vac,948.228,241.1354,19,6,25.430107526881724
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",1042.08,291.7824,13,4,28.000000000000004
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",1674.4,146.51000000000002,20,6,8.75
Euro Pro Shark Stick Mini Vacuum,170.744,-325.6332,11,3,-190.7142857142857
Euro-Pro Shark Turbo Vacuum,693.952,143.74720000000002,24,6,20.71428571428572
"Executive Impressions 10"" Spectator Wall Clock",258.72,87.9648,22,5,34.0
"Executive Impressions 12"" Wall Clock",176.7,23.3244,14,6,13.200000000000001
"Executive Impressions 13"" Chairman Wall Clock",253.8,72.333,11,3,28.499999999999996
"Executive Impressions 13"" Clairmont Wall Clock",315.372,88.458,20,8,28.048780487804876
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",56.099999999999994,21.317999999999998,3,2,38.0
"Executive Impressions 14""",377.90999999999997,166.2804,17,4,44.0
"Executive Impressions 14"" Contract Wall Clock",346.788,93.5883,17,7,26.987179487179485
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",97.812,-1.7783999999999978,8,2,-1.8181818181818161
"Executive Impressions 14"" Two-Color Numerals Wall Clock",308.99199999999996,94.51520000000001,16,6,30.588235294117656
"Executive Impressions 16-1/2"" Circular Wall Clock",58.784,-1.0687999999999995,4,2,-1.8181818181818175
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",66.56,18.512,7,2,27.8125
Executive Impressions Supervisor Wall Clock,867.2599999999999,266.072,21,4,30.679611650485437
Faber Castell Col-Erase Pencils,37.164,14.083200000000001,8,5,37.89473684210527
Fashion Color Clasp Envelopes,77.904,36.5175,15,3,46.875
