City,Sales,Profit,Orders,Profit Margin,Performance
Pearland,494.996,39.4131,2,7.962306766115282,Low Sales - Low Profit
Pembroke Pines,1714.3754999999999,-72.4491,4,-4.225976164498385,High Sales - Low Profit
Pensacola,2.214,-1.476,1,-66.66666666666666,Low Sales - Low Profit
Peoria,1842.8319999999999,-127.86630000000002,9,-6.938576061192775,High Sales - Low Profit
Perth Amboy,1717.08,633.644,4,36.902415729028355,High Sales - High Profit
Pharr,1540.708,-237.5528,2,-15.418418025998434,High Sales - Low Profit
Philadelphia,109077.013,-13837.7674,265,-12.686236099992948,High Sales - Low Profit
Phoenix,11000.257,-2790.8831999999998,29,-25.371072694028875,High Sales - Low Profit
Pico Rivera,145.9,62.737,1,43.0,Low Sales - Low Profit
Pine Bluff,212.91,70.2048,1,32.97393264759758,Low Sales - Low Profit
Plainfield,4526.85,1235.6657,7,27.2963694401184,High Sales - High Profit
Plano,3530.3746,-383.0554,8,-10.850276341779708,High Sales - Low Profit
Plantation,1436.836,12.039100000000005,3,0.8378896408497563,High Sales - Low Profit
Pleasant Grove,2138.178,580.6549,2,27.15652766046606,High Sales - High Profit
Pocatello,1344.942,181.35590000000002,3,13.484291515916672,High Sales - High Profit
Pomona,1482.502,150.299,5,10.138198801755411,High Sales - High Profit
Pompano Beach,90.44,15.006499999999999,2,16.592768686421934,Low Sales - Low Profit
Port Arthur,737.0528,105.77600000000001,3,14.351210659534841,Low Sales - High Profit
Port Orange,7.824,2.934,1,37.50000000000001,Low Sales - Low Profit
Port Saint Lucie,248.95,4.449,3,1.7871058445470978,Low Sales - Low Profit
Portage,16.28,6.512,1,40.0,Low Sales - Low Profit
Portland,4051.869,9.757299999999997,15,0.2408098583641277,High Sales - Low Profit
Providence,15980.65,5505.6569,13,34.452021037942764,High Sales - High Profit
Provo,2761.234,388.5674,4,14.072237267830253,High Sales - High Profit
Pueblo,1686.9379999999999,-900.9719,4,-53.40871448743226,High Sales - Low Profit
Quincy,1276.459,347.0908,11,27.19169201674319,High Sales - High Profit
Raleigh,4507.54,472.594,13,10.484521490657874,High Sales - High Profit
Rancho Cucamonga,231.852,73.7442,4,31.806583510170285,Low Sales - High Profit
Rapid City,152.64000000000001,44.7684,1,29.329402515723267,Low Sales - Low Profit
Reading,873.7120000000001,-268.76419999999996,4,-30.761189041697946,Low Sales - Low Profit
Redding,333.576,25.0182,1,7.5,Low Sales - Low Profit
Redlands,2891.021,454.1556,4,15.709176792558752,High Sales - High Profit
Redmond,1098.257,-153.7178,6,-13.996523582367335,High Sales - Low Profit
Redondo Beach,1959.803,176.4289,3,9.002379320778669,High Sales - High Profit
Redwood City,41.904,14.1426,1,33.75,Low Sales - Low Profit
Reno,644.062,115.0527,3,17.863606298772478,Low Sales - High Profit
Renton,1242.6319999999998,185.4324,1,14.922551487487851,High Sales - High Profit
Revere,833.26,258.8366,3,31.063125555048842,Low Sales - High Profit
Richardson,1288.4640000000002,-24.4893,1,-1.9006584584435418,High Sales - Low Profit
Richmond,18137.93,5567.2486,41,30.693957910301783,High Sales - High Profit
Rio Rancho,1114.192,119.5878,1,10.733141146229734,High Sales - High Profit
Riverside,1944.2459999999999,374.7296,9,19.27377502641127,High Sales - High Profit
Rochester,7974.53,1743.4191,28,21.86234298447683,High Sales - High Profit
Rochester Hills,132.52,54.3332,1,41.0,Low Sales - Low Profit
Rock Hill,11.85,3.792,1,32.0,Low Sales - Low Profit
Rockford,3166.228,-1149.5077999999999,8,-36.30527555185539,High Sales - Low Profit
Rockville,469.77,133.2147,3,28.357430231815567,Low Sales - High Profit
Rogers,40.41,18.5886,1,46.0,Low Sales - Low Profit
Rome,534.852,154.2138,3,28.832985573579233,Low Sales - High Profit
Romeoville,8.952,-14.7708,1,-165.0,Low Sales - Low Profit
Roseville,3588.626,1253.3871,13,34.92665716628035,High Sales - High Profit
Roswell,6652.32,2427.4353,9,36.49005610072877,High Sales - High Profit
Round Rock,4854.0527999999995,-1183.4313,3,-24.380272501362164,High Sales - Low Profit
Royal Oak,35.34,16.9632,2,48.0,Low Sales - Low Profit
Sacramento,7311.278,2069.6859,8,28.308127525721222,High Sales - High Profit
Saginaw,395.86,77.18010000000001,2,19.49681705653514,Low Sales - High Profit
Saint Charles,1659.65,311.4834,6,18.76801735305637,High Sales - High Profit
Saint Cloud,1331.82,469.614,1,35.261071315943596,High Sales - High Profit
Saint Louis,285.96000000000004,98.5541,4,34.4642957056931,Low Sales - High Profit
Saint Paul,192.82999999999998,24.8842,2,12.904734740444953,Low Sales - Low Profit
Saint Peters,697.16,146.4036,1,21.000000000000004,Low Sales - High Profit
Saint Petersburg,1690.7920000000001,151.9823,6,8.988822989462927,High Sales - High Profit
Salem,3444.245,270.694,15,7.859313144099795,High Sales - High Profit
Salinas,728.8910000000001,270.5181,4,37.113656225690804,Low Sales - High Profit
Salt Lake City,802.776,329.2601,5,41.015189791423765,Low Sales - High Profit
San Angelo,650.636,-58.5532,2,-8.99937906909547,Low Sales - Low Profit
San Antonio,21843.528,-7299.050200000001,27,-33.415161689998065,High Sales - Low Profit
San Bernardino,979.3000000000001,69.982,4,7.14612478300827,High Sales - Low Profit
San Clemente,90.05799999999999,42.5419,1,47.238335295032094,Low Sales - Low Profit
San Diego,47521.029,6377.196,88,13.419734661048691,High Sales - High Profit
San Francisco,112669.092,17507.3854,265,15.538764970254663,High Sales - High Profit
San Gabriel,2061.01,290.8953,1,14.11421099363904,High Sales - High Profit
San Jose,6071.229,1216.0579,20,20.029847334040603,High Sales - High Profit
San Luis Obispo,3.62,1.1946,1,33.0,Low Sales - Low Profit
San Marcos,108.44399999999999,-19.3413,1,-17.835288259378114,Low Sales - Low Profit
San Mateo,75.18,35.3346,1,47.0,Low Sales - Low Profit
Sandy Springs,1997.03,520.5891,4,26.068166226846866,High Sales - High Profit
Sanford,225.54600000000002,-11.827200000000001,1,-5.243808358383656,Low Sales - Low Profit
Santa Ana,3366.31,836.7465000000001,8,24.856489746933587,High Sales - High Profit
Santa Barbara,4289.2339999999995,457.2858,5,10.661246273810198,High Sales - High Profit
Santa Clara,222.192,76.0016,3,34.20537193058256,Low Sales - High Profit
Santa Fe,100.92,20.688000000000002,2,20.499405469678955,Low Sales - Low Profit
Santa Maria,115.44,30.0144,1,26.0,Low Sales - Low Profit
Scottsdale,1466.307,-89.4879,7,-6.102944335667769,High Sales - Low Profit
Seattle,119540.742,29156.0967,212,24.390091789793306,High Sales - High Profit
Sheboygan,79.74000000000001,34.3419,1,43.067343867569605,Low Sales - Low Profit
Shelton,73.33,21.4053,1,29.19037228964953,Low Sales - Low Profit
Sierra Vista,76.072,16.8281,2,22.121279840151434,Low Sales - Low Profit
Sioux Falls,1137.42,343.4299,3,30.193763077842835,High Sales - High Profit
Skokie,568.832,-346.87,5,-60.97934012151215,Low Sales - Low Profit
Smyrna,3238.889,826.7036,9,25.524295522322625,High Sales - High Profit
South Bend,1238.33,279.5512,1,22.574854844831346,High Sales - High Profit
Southaven,1455.39,412.8902,2,28.36972907605521,High Sales - High Profit
Sparks,2561.96,228.536,3,8.920357851020313,High Sales - High Profit
Spokane,2027.9180000000001,172.2261,5,8.492754638008046,High Sales - High Profit
Springdale,4.3,1.419,1,33.0,Low Sales - Low Profit
Springfield,43054.342,6200.6974,73,14.40202570045084,High Sales - High Profit
Sterling Heights,110.03999999999999,33.0676,3,30.050527081061436,Low Sales - Low Profit
Stockton,1227.6,339.52639999999997,5,27.657738677093512,High Sales - High Profit
Suffolk,1597.9,389.8122,4,24.395281306715063,High Sales - High Profit
Summerville,406.93999999999994,196.91320000000002,1,48.38875509903181,Low Sales - High Profit
Sunnyvale,636.21,107.5073,2,16.898083965986075,Low Sales - High Profit
Superior,1299.73,514.0822000000001,2,39.552999469120515,High Sales - High Profit
Tallahassee,7250.669,392.71160000000003,9,5.4162119385121565,High Sales - High Profit
Tamarac,1413.51,-351.89610000000005,2,-24.895197062631325,High Sales - Low Profit
Tampa,5196.0805,-325.2366,14,-6.259267923197109,High Sales - Low Profit
Taylor,353.7,44.8682,3,12.68538309301668,Low Sales - Low Profit
Temecula,808.6659999999999,101.8869,1,12.599379719191855,Low Sales - High Profit
Tempe,1070.3020000000001,95.4496,6,8.918006319711633,High Sales - High Profit
Texarkana,654.24,163.3746,2,24.971661775495228,Low Sales - High Profit
Texas City,790.972,20.221799999999995,2,2.5565759597052735,Low Sales - Low Profit
The Colony,142.16000000000003,31.6586,2,22.269696117051204,Low Sales - Low Profit
Thomasville,151.292,33.3939,2,22.072482352008038,Low Sales - Low Profit
Thornton,765.248,140.8398,3,18.404464957765324,Low Sales - High Profit
Thousand Oaks,238.804,99.914,4,41.839332674494564,Low Sales - High Profit
Tigard,1393.7820000000002,-216.2861,3,-15.517928915712787,High Sales - Low Profit
Tinley Park,22.288,-8.9152,1,-40.0,Low Sales - Low Profit
Toledo,4466.053,-339.99679999999995,15,-7.612914580279274,High Sales - Low Profit
Torrance,3132.268,545.1510000000001,2,17.40435365045392,High Sales - High Profit
Trenton,1765.1950000000002,652.0998,4,36.94208288602675,High Sales - High Profit
Troy,4507.091,-544.1518000000001,14,-12.07323748289085,High Sales - Low Profit
Tucson,6313.016,-64.96680000000002,13,-1.029092908999439,High Sales - Low Profit
Tulsa,5556.97,1506.935,13,27.1179257760974,High Sales - High Profit
Tuscaloosa,175.70000000000002,51.010400000000004,2,29.032669322709165,Low Sales - Low Profit
Twin Falls,1148.806,266.1649,1,23.16882920179734,High Sales - High Profit
Tyler,347.206,-443.7086,2,-127.79404733789161,Low Sales - Low Profit
Urbandale,149.12,57.718,2,38.70574034334764,Low Sales - Low Profit
Utica,655.04,188.55960000000002,4,28.785967269174407,Low Sales - High Profit
Vacaville,423.28,110.0528,1,26.0,Low Sales - High Profit
Vallejo,1221.41,336.03549999999996,3,27.51209667515412,High Sales - High Profit
Vancouver,686.836,75.4546,3,10.98582485484162,Low Sales - High Profit
Vineland,647.966,62.2518,4,9.60726334406435,Low Sales - Low Profit
Virginia Beach,5752.13,2024.8837,11,35.20232852873632,High Sales - High Profit
Visalia,318.78000000000003,88.0478,2,27.62023966371792,Low Sales - High Profit
Waco,606.1072,-520.1034,4,-85.810463891536,Low Sales - Low Profit
Warner Robins,434.8,53.6884,2,12.347838086476541,Low Sales - Low Profit
Warwick,2426.84,1063.7956,4,43.834599726393165,High Sales - High Profit
Washington,2865.02,1059.5892999999999,4,36.9836615451201,High Sales - High Profit
Waterbury,1326.06,338.9355,5,25.55959006379802,High Sales - High Profit
Waterloo,30.32,11.8248,1,39.0,Low Sales - Low Profit
Watertown,4044.998,907.0072,7,22.422933212822354,High Sales - High Profit
Waukesha,54.5,14.17,1,26.0,Low Sales - Low Profit
Wausau,317.48,90.4306,1,28.483872999874006,Low Sales - High Profit
Waynesboro,3058.77,603.3858,3,19.726419443109485,High Sales - High Profit
West Allis,250.48000000000002,28.370800000000003,1,11.326572979878634,Low Sales - Low Profit
West Jordan,311.85,102.6723,2,32.92361712361712,Low Sales - High Profit
West Palm Beach,141.328,31.6092,3,22.365843994112986,Low Sales - Low Profit
Westfield,519.72,153.17579999999998,4,29.472754560147767,Low Sales - High Profit
Westland,2057.976,389.5995,3,18.931197448366742,High Sales - High Profit
Westminster,3826.6459999999997,763.6886000000001,4,19.957126946155984,High Sales - High Profit
Wheeling,1946.9660000000001,-107.39620000000005,4,-5.516079890455202,High Sales - Low Profit
Whittier,444.768,44.4768,1,10.0,Low Sales - Low Profit
Wichita,825.27,323.9266,5,39.25098452627625,Low Sales - High Profit
Wilmington,7297.061000000001,1947.7019,18,26.691594054099312,High Sales - High Profit
Wilson,368.73199999999997,-14.336000000000002,3,-3.8879185967043823,Low Sales - Low Profit
Woodbury,607.65,196.09619999999998,2,32.271241668723775,Low Sales - High Profit
Woodland,264.66200000000003,33.3848,2,12.614126697448064,Low Sales - Low Profit
Woodstock,1143.9,79.9929,4,6.992997639653815,High Sales - High Profit
Woonsocket,195.55,78.6791,3,40.23477371516236,Low Sales - High Profit
Yonkers,7657.666,2767.7557,6,36.143593883567135,High Sales - High Profit
York,817.978,-102.16919999999999,2,-12.490458178581818,Low Sales - Low Profit
Yucaipa,50.8,13.208,1,26.0,Low Sales - Low Profit
Yuma,840.865,-465.9909,4,-55.418039756679136,Low Sales - Low Profit
